ScientificName,AphiaID,Trophy,typeMX,source,dataType,Kingdom,Phylum,Class,Order,Family,Genus,Species
Tropidoneis_lepidoptera,149519,phytoplankton,NA,RWS,routineMonitoring,Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Tropidoneis,lepidoptera
Tryblionella_compressa,447746,phytoplankton,NA,RWS,routineMonitoring,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,compressa
Ulnaria_delicatissima,467133,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,delicatissima
Ulnaria_delicatissima_var__angustissima,467134,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,delicatissima
Vibrio_paxillifer,163728,phytoplankton,NA,RWS,routineMonitoring,Chromista,Ochrophyta,Bacillariophyceae,NA,NA,Vibrio,paxillifer
Zygoceros_rhombus,163288,phytoplankton,NA,RWS,routineMonitoring,Chromista,Ochrophyta,Bacillariophyceae,NA,NA,Zygoceros,rhombus
Zygoceros_surirella,179790,phytoplankton,NA,RWS,routineMonitoring,Chromista,Ochrophyta,Bacillariophyceae,NA,NA,Zygoceros,surirella
Cryptochlora_perforans,376355,mixoplankton,CM,Leles et al. 2019,review,Chromista,Cercozoa,Chlorarachnea,Chlorachniida,Chlorarachniaceae,Cryptochlora,perforans
Lotharella_oceanica,495715,mixoplankton,CM,Leles et al. 2019,review,Chromista,Cercozoa,Chlorarachnea,Chlorachniida,Chlorarachniaceae,Lotharella,oceanica
Tetraselmis_cordiformis,248171,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,cordiformis
Tetraselmis_marina,376158,phytoplankton,NA,RWS,routineMonitoring,Plantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,marina
Acutodesmus_acutiformis,840479,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Acutodesmus,acutiformis
Acutodesmus_obliquus,623575,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Acutodesmus,obliquus
Ankistrodesmus_falcatus,163490,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,falcatus
Ankistrodesmus_fusiformis,608578,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Ankistrodesmus,fusiformis
Ankyra_judayi,572080,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,Ankyra,judayi
Chlamydocapsa_ampla,608478,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Palmellopsidaceae,Chlamydocapsa,ampla
Chlorogonium_maximum,578342,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Chlorogonium,maximum
Chlorogonium_minimum,608429,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Haematococcaceae,Chlorogonium,minimum
Coelastrum_astroideum,160551,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrum,astroideum
Coelastrum_microporum,163975,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrum,microporum
Coelastrum_pseudomicroporum,578217,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrum,pseudomicroporum
Coelastrum_sphaericum,164063,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Coelastrum,sphaericum
Coenocystis_planctonica,616612,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Coenocystis,planctonica
Desmodesmus_abundans,612498,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,abundans
Desmodesmus_armatus,612499,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,armatus
Desmodesmus_armatus_var__armatus,1304622,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,armatus
Desmodesmus_armatus_var__bicaudatus,672032,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,armatus
Desmodesmus_armatus_var__spinosus,675366,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,armatus
Desmodesmus_bicaudatus,838103,phytoplankton,NA,RWS,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,bicaudatus
Desmodesmus_bicellularis,249712,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,bicellularis
Desmodesmus_brasiliensis,612500,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,brasiliensis
Desmodesmus_communis,576237,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,communis
Desmodesmus_costato_granulatus,555806,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,costatogranulatus
Desmodesmus_denticulatus,612501,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,denticulatus
Desmodesmus_denticulatus_var__denticulatus,1304623,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,denticulatus
Desmodesmus_denticulatus_var__linearis,672034,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,denticulatus
Desmodesmus_dispar,612502,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,dispar
Desmodesmus_hystrix,612503,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,hystrix
Desmodesmus_intermedius,612504,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,intermedius
Desmodesmus_lefevrei,612506,phytoplankton,NA,RWS,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,lefevrei
Desmodesmus_maximus,249713,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,maximus
Desmodesmus_opoliensis,612508,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,opoliensis
Desmodesmus_opoliensis_var__opoliensis,1304624,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,opoliensis
Desmodesmus_protuberans,612511,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,protuberans
Desmodesmus_serratus,612513,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,serratus
Desmodesmus_spinosus,612514,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus,spinosus
Eudorina_elegans,390665,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,Eudorina,elegans
Eudorina_unicocca,616522,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,Eudorina,unicocca
Fusola_viridis,661077,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Cylindrocapsaceae,Fusola,viridis
Golenkinia_radiata,164095,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Neochloridaceae,Golenkinia,radiata
Gonium_pectorale,577672,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Goniaceae,Gonium,pectorale
Hariotina_reticulata,616367,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Hariotina,reticulata
Kirchneriella_lunaris,164075,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Kirchneriella,lunaris
Kirchneriella_obesa,164070,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Kirchneriella,obesa
Lacunastrum_gracillimum,624469,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Lacunastrum,gracillimum
Lanceola_spatulifera,618770,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,Lanceola,spatulifera
Lobocystis_planctonica,616373,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Chlorophyceae incertae sedis,NA,Lobocystis,planctonica
Monactinus_simplex,621192,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Monactinus,simplex
Monoraphidium_arcuatum,558764,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,arcuatum
Monoraphidium_contortum,160591,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,contortum
Monoraphidium_convolutum,160592,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,convolutum
Monoraphidium_dybowskii,622807,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,dybowskii
Monoraphidium_griffithii,248134,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,griffithii
Monoraphidium_komarkovae,163100,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,komarkovae
Monoraphidium_minutum,163101,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,minutum
Monoraphidium_mirabile,248135,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Monoraphidium,mirabile
Mychonastes_elegans,578226,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Scotiellocystoidaceae,Mychonastes,elegans
Mychonastes_jurisii,624375,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Scotiellocystoidaceae,Mychonastes,jurisii
Neocystis_ovalis,618663,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Radiococcaceae,Neocystis,ovalis
Pandorina_morum,577877,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Volvocaceae,Pandorina,morum
Parapediastrum_biradiatum,577885,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Parapediastrum,biradiatum
Pediastrum_angulosum,409685,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pediastrum,angulosum
Pediastrum_angulosum_var__angulosum,1335215,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pediastrum,angulosum
Pediastrum_duplex,164061,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pediastrum,duplex
Pediastrum_duplex_var__duplex,1304625,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pediastrum,duplex
Pediastrum_integrum,164060,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pediastrum,integrum
Planctococcus_sphaerocystiformis,618773,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Tetrasporales,Sphaerocystidaceae,Planctococcus,sphaerocystiformis
Planktosphaeria_gelatinosa,572071,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Schizochlamydaceae,Planktosphaeria,gelatinosa
Pseudopediastrum_boryanum,621601,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pseudopediastrum,boryanum
Pseudopediastrum_boryanum_var__boryanum,1304626,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pseudopediastrum,boryanum
Pseudopediastrum_boryanum_var__longicorne,846302,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pseudopediastrum,boryanum
Pseudopediastrum_kawraiskyi,621602,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Pseudopediastrum,kawraiskyi
Pseudosphaerocystis_lacustris,592874,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Palmellopsidaceae,Pseudosphaerocystis,lacustris
Raphidocelis_danubiana,616378,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Raphidocelis,danubiana
Raphidocelis_sigmoidea,617246,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Raphidocelis,sigmoidea
Scenedesmus_acuminatus,162928,phytoplankton,NA,RWS,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,acuminatus
Scenedesmus_apiculatus,626622,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,apiculatus
Scenedesmus_arcuatus,164076,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,arcuatus
Scenedesmus_arcuatus_var__arcuatus,1304627,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,arcuatus
Scenedesmus_brevispina,622681,phytoplankton,NA,RWS,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,brevispina
Scenedesmus_caudato_aculeolatus,610917,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,caudato-aculeolatus
Scenedesmus_ellipticus,163125,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,ellipticus
Scenedesmus_obtusus,608635,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,obtusus
Scenedesmus_parvus,625472,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,parvus
Scenedesmus_quadricauda,596169,phytoplankton,NA,RWS,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,quadricauda
Schroederia_setigera,248166,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Characiaceae,Schroederia,setigera
Selenastrum_bibraianum,577758,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,bibraianum
Selenastrum_gracile,579767,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Selenastrum,gracile
Spermatozopsis_exsultans,578433,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Dunaliellaceae,Spermatozopsis,exsultans
Sphaerocystis_planctonica,576698,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Tetrasporales,Sphaerocystidaceae,Sphaerocystis,planctonica
Sphaerocystis_schroeteri,248170,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Tetrasporales,Sphaerocystidaceae,Sphaerocystis,schroeteri
Stauridium_tetras,248146,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Stauridium,tetras
Tetrabaena_socialis,578346,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Volvocales,Tetrabaenaceae,Tetrabaena,socialis
Tetradesmus_lagerheimii,1289276,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetradesmus,lagerheimii
Tetraedron_caudatum,576706,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Tetraëdron,caudatum
Tetraedron_minimum,178956,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Tetraëdron,minimum
Tetraedron_triangulare,558727,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Tetraëdron,triangulare
Tetraspora_lemmermannii,608647,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Tetrasporales,Tetrasporaceae,Tetraspora,lemmermannii
Tetrastrum_elegans,608641,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum,elegans
Tetrastrum_staurogeniiforme,162935,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum,staurogeniaeforme
Treubaria_triappendiculata,576717,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Treubariaceae,Treubaria,triappendiculata
Westella_botryoides,577930,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Westella,botryoides
Willea_apiculata,839163,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Willea,apiculata
Willea_rectangularis,840472,phytoplankton,NA,Helcom,routineMonitoring,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Willea,rectangularis
Calliacantha_longicaudata,105559,protozooplankton,NA,Helcom,routineMonitoring,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Calliacantha,longicaudata
Calliacantha_natans,105561,protozooplankton,NA,Helcom,routineMonitoring,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Calliacantha,natans
Calliacantha_simplex,105562,protozooplankton,NA,Helcom,routineMonitoring,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Calliacantha,simplex
Desmarella_moniliformis,105636,protozooplankton,NA,Helcom,routineMonitoring,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Desmarella,moniliformis
Diaphanoeca_grandis,105571,protozooplankton,NA,Helcom,routineMonitoring,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Diaphanoeca,grandis
Diaphanoeca_sphaerica,105574,protozooplankton,NA,Helcom,routineMonitoring,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Diaphanoeca,sphaerica
Chrysolepidomonas_dendrolepidota,612319,mixoplankton,CM,Faure et al. 2019,review,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chrysolepidomonadaceae,Chrysolepidomonas,dendrolepidota
Chrysoxys,601177,mixoplankton,CM,Faure et al. 2019,review,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinales incertae sedis,Chrysoxys,NA
Dinobryon_acuminatum,572032,mixoplankton,CM,Helcom,routineMonitoring,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,acuminatum
Dinobryon_balticum,160552,mixoplankton,CM,Leles et al. 2019,review,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,balticum
Dinobryon_bavaricum,157242,mixoplankton,CM,Helcom,routineMonitoring,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,bavaricum
Dinobryon_borgei,571655,phytoplankton,NA,Helcom,routineMonitoring,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,borgei
Dinobryon_crenulatum,572033,mixoplankton,CM,Helcom,routineMonitoring,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,crenulatum
Dinobryon_cylindricum,157246,mixoplankton,CM,Helcom,routineMonitoring,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,cylindricum
